id,province
0,北京
0,云南
1,广东
2,贵州
3,湖南
4,忠州
4,重庆
5,河南
5,武陟
6,江苏
6,姑苏区
6,西馆
8,河南
9,浙江
9,缙云
9,陕西
9,黄陵
9,河南
9,新郑
10,山西
10,盐湖区
11,玉树州
11,北京
11,上海
12,妈祖
12,福建
12,浙江
12,江西
12,港澳
12,古田
13,沂蒙
15,湖南
16,黑龙江
16,北京
17,盐湖区
18,浙江
18,梅城镇
19,四川
19,台湾
20,光大
21,新疆
22,广东
22,金平区
23,香港
23,顶虚
24,陕西
25,贵州
25,美国
26,辽宁
27,广西
28,上海
28,河间
29,山东
30,麦积区
30,温来弟
32,西柏坡
34,上海
35,江苏
35,崇川区
36,山东
36,重庆
36,齐鲁
37,江苏
37,美国
38,浙江
40,河南
40,中国
40,日本
40,韩国
41,上海
42,河南
45,湖南
46,贵州
46,南明区
47,彝族
50,敦煌
50,甘肃
52,江苏
53,天津
53,埃塞俄比亚
53,南非
53,法国
53,意大利
53,葡萄牙
54,西藏
55,北京
56,北京
56,三里屯
59,阿坝州
59,马尔康
59,嘉绒
59,俄尔雅
60,北京
61,海南
61,聚焦文
62,湖南
62,湘
62,韶山
63,安徽
64,广东
65,安化
66,北京
68,湖南
69,江西
69,东乡
71,浙江
72,四川
73,北京
74,四川
75,湖南
76,云南
76,西山区
77,四川
79,浙江
80,浙江
81,贵州
82,贵州
82,土城
83,浙江
85,大陆
85,隶楷
86,浙江
86,新昌
87,内蒙古
87,广东
88,昌江水
88,昌江
88,昌江菜
89,湖北
89,孝南区
90,山东
90,市北区
91,西藏
92,贵州
92,黔东
92,黔东南州
93,江苏
94,广西
96,土城
96,贵州
97,白云区
98,新中国
98,豫西
98,陕东
98,晋中南
100,浙江
101,广西
105,特左
105,满洲里市
105,中国
105,俄
105,锡林浩特市
106,新疆
106,巴州
107,新疆
107,阿瓦提
109,日本
109,韩国
111,肥西
112,泉塘
113,广西
114,四川
114,北京
115,广西
116,四川
117,四川
118,四川
119,山东
120,安徽
120,北京
120,天津
120,河北
120,辽宁
120,吉林
120,上海
120,江苏
120,浙江
120,福建
120,江西
120,山东
120,河南
120,湖北
120,湖南
120,广东
120,重庆
120,四川
120,云南
120,宁夏
121,北京
124,新疆
125,浙江
126,江苏
128,粤
128,澳门
130,粤
130,香港
131,秭归
131,湖北
132,山东
132,博山
133,墨西哥
133,塔金
134,浙江杭州
138,河北
139,纽约
139,广西
140,庄浪
140,布设乡村
142,四川
142,安徽
142,蜀山区
143,推湖
144,普定
146,北京
148,宁夏
150,河北
152,浩特
153,北京
153,山东
153,曲阜
153,齐鲁
153,曲阜市
154,江苏
155,广西
155,粤
155,广东
155,香港
155,澳门
156,晋江
157,西藏
157,比藏
157,藏文化
158,广东
158,粤
160,甘肃
160,敦煌
160,旅游户
160,敦煌市
161,西藏
161,上海
162,河南
162,新疆
163,靖江市
167,湖南
168,四川
168,美名扬
169,海南
170,重庆
170,四川
171,广西
172,普吉
172,泰南
176,重庆市
177,两江
177,重庆
178,四川
179,石狮
179,福建
182,东方
183,大方
184,云南
184,彝族
184,蒙自市
184,蒙自
184,滇
185,意大利
185,中意
185,四川
185,重庆
187,广西
187,广西壮族
188,光大
189,湖南
193,湖北
193,美国
194,云南
195,吉林
200,上海
200,江苏
201,兰州
201,日本
201,敦煌
201,日中
201,中国
202,日本
203,浙江
205,中国
205,日本
205,韩国
206,北京
206,河南
206,南窖乡
206,灯谜会
207,辽宁
208,贵州
211,云南
211,海南
212,中国
212,广西
214,中宁
215,中尼
215,尼
215,中国
216,安徽
216,大观区
216,石化路
218,以艺
220,四川
223,四川
223,龙泉驿区
225,花桥
226,英国
226,北京
227,印尼
228,韩国
228,邢海明
228,首尔市
228,义乌市
228,江原道
228,义乌
228,中国
228,浙江
228,韩间
229,大阪
229,中国
229,日本
229,陕西
229,陕
230,奥克兰
230,日本
230,新西兰
230,印度
230,韩国
230,罗马尼亚
231,北京
232,江西
233,驻华
234,驻韩
234,邢海明
234,以
234,韩国
234,美林
234,中国
235,北京
238,中国式
239,广东
239,西藏
239,山西
239,法国
239,香港
242,重庆
243,龙窝村
243,清镇市
243,清镇
243,贵州
244,福建
245,新加坡
246,北京
246,浙江
246,浦江
246,中国
247,中华五千
250,广西
251,安徽
252,重庆
254,宁夏
255,鲁山
255,河南
259,天津
261,福建
263,福建
265,贵州
265,广东
267,北京
268,江西
268,东乡区
270,山西
271,黄帝千
271,河南
273,闽
274,贵州
274,北京
274,天津
274,粤
278,江西
283,浦东
285,山西
286,山西
286,平遥
289,西藏
290,上海
290,陕西
290,浙江
297,粤
297,宝安
298,贵州
298,旅游而盛
300,镇远
300,贵州
300,云南
300,缅甸
301,韩国
301,江苏
302,山东
302,江苏
304,博物馆型
304,北京
305,贞丰
305,布依
307,浙江
308,浙江
309,浙江
312,山东
313,山东
313,美国
313,齐鲁
315,青海
316,贵州
316,黔西
320,湘
320,湖南
320,安徽
321,上海
322,辽宁
323,江苏
326,大武口区
326,大武口
326,龙泉村
327,张园
327,贝家骧
327,上海
327,中西合璧
328,四川
329,贵州
329,陕西
336,贵州
337,浙江
338,北京
339,新郑
340,中华世纪坛艺术馆执行馆长冀鹏程
343,西藏
343,索吉
344,文成
345,天津
347,山西
348,福建
349,北京
351,上海
352,浙江
352,凤桥镇
353,浚
354,浙江
355,汝州
358,北张庄村
358,台前
367,上海
367,甘肃
368,贵州
368,雷山
369,中国
369,法
369,法国
370,黎巴嫩
370,卡德摩斯
373,后海
373,广东
374,彝族
374,普冲村
374,富源
375,四川
376,光大
376,山西
377,广东
377,马府
377,海阳
378,香港
379,江苏
380,海南
380,三亚千古情
380,西岛
381,望城
383,阜康市
383,山西
383,新疆
385,湖南
386,山东
391,福建
391,南洋
391,美国
392,印江
395,抗日
395,粤
398,河南
398,湖北
399,哲庄镇
400,北京
400,皮雕雪花
401,北京
402,长汀
402,福建
402,马罗
403,河南
404,湖南
405,湖南
406,浙江
406,上海
407,上海
407,浙江
408,长清区
408,金
408,港
409,川大
409,川
409,川南
409,奔重庆
410,河南
411,湖北
412,吉林
413,吉林
416,章丘
417,内蒙古
418,安徽
419,河北
419,香河
420,黑龙江
421,平南
421,广西
421,覃塘区
421,桂平市
422,内蒙古
422,旅集
423,辽宁
424,福建
425,美国
426,陕西
426,汉
427,宁夏
427,川)
429,辽宁
431,新疆
432,花溪
432,贵州
433,藏文化
433,北两馆
433,汉
433,蒙古
433,青海
435,四川
437,北京
441,澳门
441,上海
442,西湖村
442,美国
443,石鉴
443,德
446,青海
451,美国
456,浙江
457,浙江
457,甘肃
457,甘州区
457,山东
457,江苏
457,贾汪区
457,马庄村
458,浙江
458,永康
458,浦江
460,上海
460,台北
460,台湾
460,沪
460,台
460,两岸
461,江苏
461,安徽
461,河南
461,隋唐洛阳城
461,甘肃
461,古浪
461,泗水
461,镇光辉村
461,东京
462,江苏
462,安徽
462,河南
462,隋唐洛阳城
462,甘肃
462,古浪
462,泗水
462,镇光辉村
462,东京
463,北京
464,内蒙古
465,山东
466,浙江
467,河南
468,贵州
469,澳门
470,达布
470,格桑次仁
474,彝族
477,陕西
478,浙江
478,北京
478,上海
478,江苏
478,福建
478,广东
478,湖北
478,四川
478,陕西
478,天津
481,山东
481,即墨
482,辽宁
483,敦煌
483,西夏
485,秭归
486,西藏
487,湖北
488,长汀
489,新疆
490,四川
493,浙江
494,广东
495,浙江
498,湖北
498,河南
498,光大
500,海南
503,西藏
504,洛碛镇
505,水北
506,水小区
509,江苏
511,四川
513,日本
517,宁夏
518,贵州
520,贵州
520,山东
520,河南
520,广东
520,北京
520,陕西
520,四川
520,河北
520,江苏
520,大曲酒
521,河南
521,洛龙区
522,宁夏
524,天津
524,新疆
528,江苏
529,竹溪
529,湖北
529,清为
529,美国
531,北京
532,上海
533,江西
533,日本
534,陕西
534,南郑
536,马来西亚
537,双峰
538,瑶族
540,贵州
540,重庆
540,雷山
542,浦东
543,新疆
543,白碱滩区
544,四川
544,台
544,绵竹市
545,浙江
546,平阳
546,浙江
547,安徽
548,内蒙古
548,巴林左旗
548,辽宁
548,浙江
549,木黄
550,上海市
550,沪
551,南非
551,巴西
551,俄罗斯
551,印度
551,戈拉纳雅克
551,希腊
551,美国
552,北京
553,四川
554,隆德
555,辽宁
555,奉天
557,辽宁
558,两岸
558,台湾
558,大陆
558,湖北
559,贵州
561,广西
562,英国
563,英国
564,北京
565,福泉市
565,新疆维吾尔
565,福海
565,江西
565,云南
566,北京
568,内蒙古
570,北京
570,浙江
572,甘肃
572,河州
574,北京
577,南陵
579,江西
580,吉林
581,山西
582,日本
582,中方
583,天津市
583,天津
583,文旅局
584,上海
586,上海
586,豫园
586,上海市
588,浙江
588,德清
591,四川
592,安徽
595,北京
596,贵州
596,黎平
597,贵州
599,海南
600,福建
601,惠山区
606,安徽
607,北京
607,王府井
608,北京
608,王府井
609,诸暨
610,敦煌
610,甘肃
610,文旅厅
612,美国
612,西文版
613,安徽
613,皖
614,贵州
615,福建
615,罗源
618,黄梅
618,贵州
619,岑溪市
621,肥西
623,重庆
624,四川
624,日本
625,北京
625,中关村
626,拓眼界
626,云南
628,北京
628,西单
628,新场
629,北京
629,马庄
629,四川
629,金堂
630,北京
631,河南
631,海南
631,青海海
631,西州
631,甘肃
632,大陆
633,福建
633,美国
634,北京
636,广西
637,内蒙古
638,北京
640,重庆市
640,重庆
640,四川
641,福建
641,福往福
642,北京
644,壮族
647,辽宁
648,叙
652,山东
653,山西
654,浙江
655,云岩区
655,贵州
656,云南
656,广南壮族
656,文山州
657,上海
658,法国
659,云中回
659,回龙
660,河南
661,河南
663,吉林
664,重庆
666,贵州
667,湖南
667,君山区
668,北京
668,天坛月季
670,北京
671,湖南
672,黑龙江
672,西大直街
672,木介街
674,布拉克村
675,北京
675,中国
675,美国
677,北京
677,西藏
677,纳木
677,上海
677,江苏
678,重庆
679,吉林长
679,吉林
679,木帮
679,山东
681,川西
681,崇州
681,四川
682,新疆
683,福建
684,玉山
685,广西
695,浙江
698,新疆
699,香港
703,四川
703,李菲菲
704,镇远
704,思南
704,平塘
704,贵州
706,北京
708,陕西
708,横山区委
709,重庆
710,广西
710,青秀区
710,壮族
711,海南
711,昌江
712,浙江
713,重庆市
713,重庆
715,周青
717,北京
719,甘肃
719,兰州
719,敦煌
719,金城楼
720,勉
721,浙江
722,北京
722,康庄镇
724,江西
725,江西
726,陕西
726,柞水
728,浙江
729,海南
730,李家村
730,河南
730,河北
730,陕西
730,甘肃
730,秦安
732,湖南
733,新疆
733,美国
734,法国
734,中国
734,法
736,内蒙古
736,日本
737,新疆
738,广西
739,辽宁
740,兰州
742,广西
742,抗日
743,贵州
744,广东
744,河南
744,阿蛮
744,上海
744,湖北
744,江苏
744,江西
745,北京
746,北京
746,北京城
747,陕西
748,北京
750,富顺
750,板桥镇
751,双流
752,川
752,江西
753,北京
754,福建
756,湖南
757,浙江
757,义乌
757,横店
757,东阳
760,北京
761,四川
761,龙泉驿区
761,上海
761,西藏
762,云南大理
762,云南
762,北京
762,白族
763,陕西
764,青海
764,西宁河
766,浙江
767,中国
767,韩国
773,广西
775,敦煌
775,中国
775,日本
775,韩国
775,敦煌市
775,浙江
775,九州市
776,上海
776,福州路
776,西藏
776,江苏
776,浙江
777,罗马
777,巴洛克
777,天津市
777,天津
779,严从紧
780,兰州市
782,驻华
782,北京
782,沪
784,北京
785,北京
786,新疆
787,云南
787,北京
787,金
788,西湖区
788,浙江
789,江西
791,印度
791,云冈
791,山西
793,宜教
794,云南
795,河北
800,轻文化
801,贵州
802,海南
804,山东
804,齐鲁
805,龙草
806,顶虚
806,香港
807,马来西亚
807,闽
807,波罗洲岛
807,砂拉越
807,拉让
807,诗巫
807,福建
809,桂平市
811,新疆
811,山东
812,和平区
812,夜酒
812,辽宁
815,北京
816,北京
817,河北
818,北京
819,江苏
820,海南
821,宜阳
821,河南
822,四川
822,赤水
823,沂蒙
823,山东
824,安徽
825,安徽
826,西递
827,内蒙古
828,安仁
828,民国
828,川西
830,四川
830,倪家
833,上海
834,湖北
835,汉牡丹园
835,汉
835,柏乡
835,河北
836,希腊
839,辽宁
840,浦东
840,德国
840,中德
840,北平
841,海南
841,美孝村
842,山东
842,齐鲁
842,曲阜
842,海文化
843,辽宁
843,马耳山
844,上海
846,日本
846,中国
847,江西
848,浙江
850,湖南
851,广西
851,程阳
853,金山
853,贵州
854,上海
855,北京
856,阳翰笙
856,抗日
856,武昌
857,上海
857,越南
858,北京
859,江苏
859,东台
861,上海
861,文化焕
863,饼上
863,光大
864,新西兰
866,河南
866,温
869,辽宁
870,新疆
870,艾日克村
870,洛浦
871,贵州
872,北京城
874,广东
875,中宁
875,宁夏
877,日本
877,韩国
878,美国
879,美国
880,淇滨区
881,敦煌
884,重庆
884,川东
885,江苏
887,上海
888,辽宁
890,澳
890,浦东
890,湖南
891,富起
892,科右
892,巴音
896,链完
897,白马寺
897,汉魏洛阳
897,隋唐洛阳城
898,四川
899,江苏
900,香港
900,中西合璧
902,阐释力
903,广东
906,江苏
907,河南
907,渑池
908,河南
909,河南
910,缅甸
910,仰光
910,中缅
910,北京
911,洋洞村
912,洋洞村
913,上海
914,安徽
914,马郢·乡村
914,马郢乡村
915,福建
915,日本
916,河北
917,河北
919,新疆
920,浙江
920,余姚
921,美国
922,安徽
923,江苏
924,河北
925,三都水族自治
926,江苏
927,北京
927,巴黎
927,广东
927,兰州
927,敦煌
928,海南
928,东方市
930,土家
931,北京
932,江苏
933,北京
934,北京
935,北京
936,北京
937,亚丁
937,中国
937,法
937,中文化
938,逊克
939,贵州
939,雷山
939,彝族
941,山西
943,北京
944,福建
945,上海
946,以桑
947,布达佩斯
947,匈牙利
947,北京
948,海南
948,黎
949,浙江
950,北京
951,江苏
951,回龙
951,河南
951,瓜州
951,陕西
956,湖南
956,瑞典
956,美国
956,法国
956,阿根廷
956,香港
957,兴业
959,河北
959,东光
960,兴城
961,荥阳市汜水村
961,河南
962,苏
964,浙江
967,新中国
968,河南
970,福建
970,新西兰
973,山东
974,汉沽
974,游购娱
974,钟晗
975,新疆
975,库尔勒市
976,洛城
976,河南
977,新疆
977,乌什
979,新疆
980,新疆
981,新疆
982,新疆
985,福建
986,东京
986,日本
986,中国
987,福建
988,湖南
988,湖南长
988,台
988,台生
989,宁夏
990,伊斯兰堡
990,旁遮普
990,拉合尔
990,四川
991,雅典
991,希腊
992,陕西
993,湖北
993,云端话
993,江夏
993,台湾
993,江苏
993,广东
993,福建
993,两岸
993,朝
994,苏瓦
994,苏瓦市
994,斐济
995,广东
996,上海
996,上海市
997,上海
998,浙江
998,两岸
998,甬
998,台
998,古
998,港
998,台湾
999,广西
999,日本
1000,江苏
1001,罗马
1001,福建
1001,意大利
1001,意大利帕多瓦
1001,帕多瓦
1001,大利
1001,法国
1001,德国
1001,比利时
1001,奥地利
1001,捷克
1001,英国
1001,巴伐利亚
1001,瓦隆
1002,云南
1002,腾冲
1002,彝族
1002,左脚舞
1003,山东
1004,天津
1004,香港
1004,港
1004,港式
1005,安徽
1005,阿塞拜疆
1006,澳门
1006,港澳
1007,北京
1008,浙江
1008,泰
1009,香港
1010,西藏
1011,队鼓
1012,惠灵顿
1012,新西兰
1012,新疆
1013,浙江
1013,日本
1013,韩国
1013,中国
1014,甘肃
1014,敦煌
1015,日本
1015,四川
1015,壤巴拉
1015,文化焕
1017,西藏
1017,康巴藏
1018,广西
1019,四川
1019,广汉市
1020,北京
1021,北京
1022,北京
1023,北京
1024,北京
1025,北京
1026,北京
1027,北京
1028,北京
1029,北京
1030,北京
1031,北京
1032,北京
1032,湖北
1033,北京
1034,北京
1035,澳门
1036,法国
1038,福建
1038,古榕小巷
1039,北京
1039,陕西
1039,山西
1039,浙江
1042,忻城
1042,巴
1043,兰州
1044,河北
1044,顺平
1046,西藏
1046,阿旺晋美
1047,博爱
1049,浦南
1049,吴二
1050,贵州
1051,山东
1051,清区
1052,嵩
1052,四会
1052,德
1055,沪
1055,苏
1055,浙江
1055,江苏
1055,安徽
1057,潮汕
1057,广东
1058,上海
1060,湖北
1060,东帝汶
1060,孟加拉
1060,贝宁
1060,美国
1060,江夏
1061,宁夏
1065,葛氏
1065,葛天乐舞
1065,河南
1067,港
1067,广东
1068,广西
1069,四川
1071,湖南
1072,湖南
1072,井冈山
1072,平江
1073,香港
1074,贵州
1077,鼓楼区
1079,兰州
1079,皋兰
1079,以德化民
1080,浙江
1080,南湖区
1080,大桥镇
1080,德润心
1080,嘉善
1080,桐乡市
1083,云南
1083,大理州
1083,剑川
1084,村
1085,四川
1087,广西
1088,广西
1089,竹产品
1089,四川
1090,洛龙区
1091,广西
1091,港
1092,北京
1093,辽宁
1094,广东
1094,黄圃镇
1095,上海
1097,洛龙区
1099,海南
1099,定安
1099,临高
1100,福建
1100,云连线
1101,海南
1103,浙江
1104,北京
1104,敦煌
1104,上海
1104,广东
1104,四川
1107,闽王文化
1107,同安
1108,福建
1108,同安
1109,盐池
1109,陕甘宁
1110,延吉市
1111,福建
1112,浙江
1114,北京
1115,湖北
1116,渑池
1119,浙江
1121,河北
1121,安徽
1123,河南
1123,渑池
1124,海不复回
1124,泾河
1124,齐鲁
1125,敦煌
1127,四川
1128,四川
1137,新疆
1138,安向
1138,南非
1139,上海
1140,湖南
1140,湘
1140,江西
1143,香港
1143,粤
1145,李家山镇
1145,青海
1146,青海
1146,扶村
1147,青海
1148,瑶族
1148,彝族
1149,剑阁
1149,通江
1149,松潘
1149,四川
1149,新都区
1149,都江堰
1149,都江堰市
1149,邛崃市
1149,江油市
1149,旺苍
1151,西藏
1152,西藏日喀则
1152,上海
1152,西藏
1152,沪藏
1153,西北民
1154,西柏坡
1155,陕西
1156,陕西
1156,曲江
1157,陕西
1157,古丝绸之路
1158,舞钢市
1159,乳山
1160,甘肃
1162,湖北
1162,汉口
1162,汉
1163,硚口区
1163,湖北
1164,龙泉
1165,海南
1166,湖北
1167,武昌区
1167,湖北
1168,广西
1168,三江
1169,重庆
1171,内蒙古
1171,山西
1172,新疆
1172,新疆秦剧团
1173,陕西
1174,琅琊区
1175,河南
1176,敦煌
1177,敦煌
1178,重庆
1179,贵州
1179,黔商
1180,浙江
1181,云南
1181,湖南
1181,江苏
1183,堂始
1184,贵州
1185,湖南
1186,逛夜市
1186,共和新路
1186,上海
1186,四川
1187,山东
1189,乌兰巴托
1189,蒙古国
1189,蒙古
1189,中蒙
1189,乌兰巴托中国
1189,蒙方
1190,贵州
1191,湖南
1192,德国
1192,埃及
1193,苏
1193,北京
1193,江苏
1194,重庆市
1194,重庆
1195,龙口
1196,青海
1197,江苏
1198,古田
1198,福建
1199,海南
1201,切肉丝
1201,辽宁
1201,辽菜
1204,江苏
1206,新疆
1206,上海
1211,河南
1212,台湾
1212,大陆
1213,湖北
1213,新疆
1214,曹杨新村
1214,新中国
1216,香港
1222,广西
1224,吉林
1225,韦陈
1225,西林
1225,西平乡
1225,皿帖村
1225,云南
1225,北临者
1225,车村
1225,中寨
1225,木卡
1225,壮族
1226,津门
1227,文耀
1227,河北
1228,福建
1229,文溯阁
1230,广西
1231,山东
1233,海南
1234,甘肃
1235,山东
1236,拜城
1238,四川
1242,河北
1242,安次
1242,文安
1242,河廊
1244,马耳他
1245,田地区
1245,墨玉
1245,喀瓦克乡
1245,科瑞克村
1246,天津
1246,新疆
1246,田地区
1246,天津市
1250,北京
1252,江西
1252,于都
1254,贵州
1254,福满黔
1256,山东
1257,湖南
1258,湖南
1258,浏阳
1259,辽宁
1260,观山
1262,西班牙
1263,广西
1265,福建
1265,沙
1268,山西
1270,山西
1271,山西
1272,山西
1273,青海
1276,南明区
1276,南明
1277,湖北
1278,安徽
1279,西藏
1281,兴
1281,晋绥
1281,陕西
1284,颍上
1285,兴而
1287,兴而
1287,云岩区
1287,兴城
1288,兴而
1288,南明区
1288,贵州
1288,南明
1289,延吉市
1293,湖北
1293,洪山区
1293,洪山
1294,光大
1296,广东
1296,粤
1299,甘肃
1299,陕甘宁
1299,天津
1300,敦煌
1302,江苏
1302,江东
1304,甘肃
1304,美国
1305,天津
1306,白云区
1308,北京
1311,贵州
1312,青海
1312,西藏
1313,香港
1314,贵州
1314,四川
1315,江苏
1315,浙江
1315,天津
1318,广西
1318,武鸣
1318,壮族
1320,甘肃
1321,中国
1321,日本
1321,韩国
1321,山东
1322,新疆
1325,山东
1326,港澳
1326,大陆
1326,台湾
1327,山东
1327,云南
1327,河南
1327,广西
1328,河北
1329,驻华
1329,香港
1329,澳门特区
1331,上海市
1333,严从紧
1336,福建
1337,福建
1338,湖南
1339,福建
1339,古田
1340,陕西
1343,内乡
1344,江苏
1345,云南
1347,内蒙古
1348,肥东
1349,理论处
1350,山东
1351,宜兴
1351,华
1352,土家
1352,广西
1353,克孜尔乡
1354,北京
1355,湖南
1356,安徽
1357,忻城
1358,山东
1358,上海
1358,金山
1358,陕西户
1359,浙江
1360,四川
1361,蒙牛人
1362,重庆
1362,巴国
1362,讲活
1362,巴
1363,浙江
1364,新疆
1365,河南
1366,兰考
1367,北京
1368,北京
1369,辽宁
1370,浙江
1371,香山
1372,闽
1373,上海
1373,江苏
1373,浙江
1373,安徽
1373,沪
1373,苏
1377,海南
1378,海南
1380,新疆
1380,麦盖提
1381,波波糖
1381,普定
1381,贵州
1382,湖南
1383,铁力市
1384,敦化市
1386,旌德
1386,江村
1387,福建
1389,南后街
1389,闽
1389,福建
1390,浦东
1390,东方
1390,浦南
1390,周浦
1390,上海
1391,海南
1392,广西壮族
1392,广西
1396,昌江
1396,海南
1397,吉林
1399,奉新
1400,日土
1400,普兰
1401,海南
1402,广西
1402,美国
1403,狗街
1404,安宁市
1404,云南
1405,皮山
1406,宝丰
1407,吉林
1407,敦化市
1408,上海
1409,海南
1409,黎族
1410,重庆市
1410,重庆
1413,尚洁
1413,河南
1414,安徽
1415,黎平
1415,黔东南州
1416,河南
1416,朱仙镇
1416,北京
1416,张家湾镇
1416,天津
1417,河南
1417,朱仙镇
1417,北京
1417,张家湾镇
1417,天津
1418,武昌
1418,辛亥首义
1419,河北
1420,旧州
1420,田林
1421,罗山
1422,贵州
1423,广西
1424,青海
1425,四川
1426,山东
1428,铁力市
1429,江西
1430,枞阳
1431,金山
1431,吉林
1431,吉林长春文
1431,吉林长春
1434,云南
1435,新疆
1435,叶城
1435,伯西热克乡
1435,上海
1436,新疆
1436,田地区
1436,北京
1437,新疆
1437,上海市
1437,新疆喀什
1437,沪喀
1437,上海
1437,沪
1437,喀
1438,青海
1439,陕西
1440,新疆
1440,库车市
1442,章丘区
1442,山东
1443,安徽
1443,泾
1446,甘肃
1447,敦化市
1448,青海
1448,海西州德令哈市
1449,吉林
1449,台北
1451,上海
1453,吉林
1454,桃花始
1454,广电站
1455,湖南
1458,吉林
1459,海南
1459,琼崖
1461,河南
1463,安徽
1463,中华苏维埃
1465,重庆市
1467,敦化市
1467,敦化
1469,敦化市
1470,浙江
1472,美国
1473,浙江
1473,美国
1474,黑龙江
1474,杜尔伯特
1474,蒙古族
1474,龙江
1476,湖北
1477,福建
1477,闽
1479,福建
1479,南公祠
1480,普定
1481,内蒙古
1481,上海市
1481,上海
1482,内蒙古
1482,上海市
1482,上海
1483,新疆
1483,皮山
1483,安徽
1485,山东
1486,意大利
1486,泰国
1487,昌江
1487,黎族
1488,重庆
1488,中国
1489,敦化市
1491,北京
1492,贵州
1492,苟坝
1492,黔西南州
1493,四川
1494,辽宁
1495,日本
1495,辽宁
1496,新疆
1496,北京
1498,马耳他
1499,敦化市
1500,墨玉
1500,乌尔其乡
1500,博依村
1500,巴村
1501,内蒙古
1502,侯国大
1503,广西
1503,江州区
1503,广西壮族
1506,抗日
1506,内蒙古
1507,铁力
1510,广西
1511,昌江
1511,海南
1513,岭南
1513,广东
1520,敦化市
1521,鹿寨
1522,内蒙古
1524,洛龙区
1525,江西
1526,长乐
1528,普定
1530,汤阴
1531,广西
1532,天津
1533,贵州
1534,内蒙古
1535,海南
1536,海南
